idalumno,dni_alumno,email_alumno,celular_alumno,apellido_alumno,nombre_alumno,direccion_alumno,fecha_nac_alumno,fk_idtutor_alumno,fk_idgenero_alumno,createdAt,updatedAt,estado_alumno
379,5048378069235003,sbrissardai@umich.edu,7742282732,Brissard,Siward,98 Pearson Place,2010-10-14,NULL,3,2022-11-10,,1
380,5108754817435284,agobleaj@discovery.com,4951343692,Goble,Ambur,87064 North Crossing,2010-05-30,NULL,2,2022-09-20,,1
381,5048377443933325,fmougetak@shareasale.com,4644917289,Mouget,Florencia,49 Blaine Lane,2010-03-18,NULL,2,2022-09-12,,1
382,5108753575046929,ajacobowitzal@ibm.com,8318029077,Jacobowitz,Alastair,6 Autumn Leaf Parkway,2009-06-13,NULL,2,2023-05-17,2024-03-20,1
383,5048377571122014,ccolcombam@linkedin.com,9247138892,Colcomb,Conny,205 Butterfield Hill,2009-11-10,NULL,3,2023-04-10,,1
384,5108751927846434,dparsonsonan@booking.com,8555474762,Parsonson,Dick,0 Monica Court,2010-03-09,NULL,2,2023-02-20,,1
385,5048375390688058,lmurrumao@intel.com,3568739317,Murrum,Ladonna,4056 Jay Court,2010-12-31,NULL,2,2023-06-17,,1
386,5108756919105665,bpalkeap@feedburner.com,2256468825,Palke,Bart,779 Westridge Point,2009-01-12,NULL,2,2023-04-18,2024-05-23,1
387,5108759216251083,tmanginotaq@themeforest.net,2755767726,Manginot,Thorny,3489 Corscot Court,2010-10-07,NULL,2,2023-05-10,,1
388,5048374106385877,jtibolsar@si.edu,9664059416,Tibols,Jerrilyn,96 Gale Point,2010-12-25,NULL,3,2023-02-15,,1
389,5108758825552063,mtiptonas@ezinearticles.com,6873414595,Tipton,Montgomery,80 Ronald Regan Street,2008-02-25,NULL,2,2022-08-29,2024-04-09,1
390,5108755398859594,csivernsat@squarespace.com,7593761466,Siverns,Christian,6389 Fallview Drive,2008-12-15,NULL,1,2022-12-23,,1
391,5048378680381558,cmackenau@bravesites.com,3993594370,Macken,Cornie,2014 Troy Crossing,2008-05-26,NULL,2,2023-01-08,2024-07-21,1
392,5048373106913985,nschneidauav@csmonitor.com,2333300256,Schneidau,Nita,10554 Longview Junction,2008-07-26,NULL,1,2023-06-08,,1
393,5048377874146728,wwilsheraw@amazon.co.jp,2425053080,Wilsher,Wilbur,234 Northridge Place,2009-02-26,NULL,2,2023-01-04,,1
394,5108759169929651,dedgettax@diigo.com,3281487861,Edgett,Delmer,83913 Macpherson Parkway,2009-07-05,NULL,2,2022-08-20,,1
395,5108753786754600,cbassillay@time.com,3688607607,Bassill,Crystal,7 Judy Court,2010-06-28,NULL,2,2023-05-15,2023-09-14,1
396,5108752763733884,rhengoedaz@ovh.net,6746487994,Hengoed,Rogers,0 Daystar Point,2009-04-13,NULL,1,2022-11-14,,1
397,5108755992845353,pnivenb0@live.com,6821602371,Niven,Pete,04 Roxbury Avenue,2010-04-30,NULL,3,2023-07-07,,1
398,5108758212876190,rpaulotb1@chicagotribune.com,7734763810,Paulot,Rudolph,19426 Hooker Circle,2010-07-07,NULL,1,2022-11-25,,1
399,5048371474157631,ayellandb2@nature.com,8286145747,Yelland,Arlyn,5 Chinook Parkway,2009-05-10,NULL,2,2023-02-01,,1
400,5048379406164518,bgrzeszczakb3@mashable.com,7581304091,Grzeszczak,Boyce,6932 Pennsylvania Drive,2009-05-30,NULL,2,2023-07-05,2023-12-24,1
401,5108754981066931,tscreatonb4@squidoo.com,1513862054,Screaton,Tally,8 Fuller Way,2009-09-30,NULL,2,2023-05-22,,1
402,5048378625180271,emintob5@unc.edu,1605149775,Minto,Ester,00305 Portage Pass,2008-02-28,NULL,2,2022-12-10,,1
403,5108759584013727,bjarnellb6@msn.com,6623109736,Jarnell,Benedetto,6 Hansons Circle,2009-02-04,NULL,3,2023-01-15,,1
404,5108759322083404,bernkeb7@dot.gov,6324519837,Ernke,Borden,03385 Merrick Hill,2010-01-16,NULL,3,2023-02-18,,1
405,5108757205996445,kjeremiahb8@tiny.cc,1813543736,Jeremiah,Kacy,52699 Milwaukee Court,2010-10-26,NULL,1,2023-05-05,2023-09-15,1
406,5048375339743998,mnewhamb9@alexa.com,3439439437,Newham,Mahala,538 Hauk Terrace,2010-12-13,NULL,3,2023-04-05,,1
407,5048379558969458,heddisfordba@seesaa.net,4823612162,Eddisford,Hazel,15050 International Way,2010-03-03,NULL,1,2023-07-28,,1
408,5108753463042097,fboalerbb@salon.com,2133036577,Boaler,Farra,5 Hallows Terrace,2010-02-01,NULL,3,2023-07-01,,1
409,5108753574345231,tcatlinbc@columbia.edu,8701931986,Catlin,Taryn,15 Melby Park,2008-03-18,NULL,3,2023-03-17,2024-05-03,1
410,5108753481758005,lradnedgebd@squidoo.com,8983654752,Radnedge,Lorenzo,07 Calypso Parkway,2009-05-27,NULL,3,2023-07-30,,1
411,5108750732441027,aklimentbe@example.com,5924045434,Kliment,Adrian,15 Kenwood Circle,2010-11-19,NULL,3,2022-09-24,,1
412,5108750141230276,pbalassibf@printfriendly.com,4736439763,Balassi,Pauline,6979 Sage Court,2008-06-03,NULL,2,2023-02-19,,1
413,5048379395743744,astairmandbg@multiply.com,5446441895,Stairmand,Adore,200 Menomonie Street,2008-01-07,NULL,2,2023-04-02,,1
414,5108758463425739,ubonnarbh@mediafire.com,1367014546,Bonnar,Urbain,4416 Welch Park,2009-12-01,NULL,3,2022-12-30,2024-03-12,1
415,5048371971125529,ohambersbi@jimdo.com,6616143329,Hambers,Oswald,0 Clemons Crossing,2010-12-22,NULL,2,2022-11-28,,1
416,5108755852254787,jdoebj@g.co,3018753858,Doe,Jody,4178 Shoshone Terrace,2008-08-20,NULL,3,2023-01-04,,1
417,5048375506269090,dmilleabk@facebook.com,4785211493,Millea,Denys,0 Grayhawk Parkway,2008-10-25,NULL,3,2023-03-04,,1
418,5048375651338922,smacvanamybl@timesonline.co.uk,5667809489,MacVanamy,Shelby,2521 Mitchell Trail,2008-04-14,NULL,3,2022-08-31,2023-09-23,1
419,5048374508489814,cgrigollibm@4shared.com,1941899293,Grigolli,Chrystel,4177 Sutteridge Road,2010-06-01,NULL,2,2022-12-13,,1
420,5048373140818893,gsimnellbn@google.fr,3926833323,Simnell,Genny,925 Lakewood Point,2009-04-27,NULL,1,2022-11-12,,1
421,5048376183704300,jfairbournebo@nsw.gov.au,9162465633,Fairbourne,Joletta,37 Dwight Park,2009-04-18,NULL,1,2023-05-25,,1
422,5048373980162311,dmaccallesterbp@washington.edu,4566722017,MacCallester,Dina,6552 Holy Cross Street,2010-06-30,NULL,3,2022-11-18,,1
423,5108758672752261,lrobbbq@theglobeandmail.com,4894542805,Robb,Lira,76 Northland Place,2010-12-10,NULL,2,2023-05-12,,1
424,5048379075818188,hhudspethbr@homestead.com,3366365813,Hudspeth,Hyacinthe,100 Grasskamp Lane,2008-09-03,NULL,1,2023-02-04,,1
425,5048370622056794,wmatousekbs@telegraph.co.uk,9495863374,Matousek,Waldemar,1 Upham Place,2010-08-14,NULL,2,2023-08-08,2023-10-10,1
426,5108753880890755,sotsonbt@ft.com,3097638517,Otson,Sascha,74101 Bellgrove Court,2009-04-18,NULL,2,2023-06-19,,1
427,5108753154954253,iethertonbu@printfriendly.com,8289132836,Etherton,Idalia,8 Forest Lane,2009-10-08,NULL,2,2023-01-10,,1
428,5048375430602275,mnewtownbv@acquirethisname.com,6909468352,Newtown,Moina,9 Doe Crossing Way,2008-01-21,NULL,1,2023-08-05,,1
429,5048375852713204,hcornelleaubw@fc2.com,1688117051,Cornelleau,Hastie,660 Lindbergh Parkway,2009-05-10,NULL,3,2023-06-20,,1
430,5108754856629490,kmetterickbx@angelfire.com,3278327552,Metterick,Keriann,1023 Gateway Place,2010-03-15,NULL,1,2022-10-31,2024-05-17,1
431,5108753101768681,kbrissonby@java.com,4021703425,Brisson,Kelby,05793 Colorado Terrace,2009-03-18,NULL,3,2023-06-02,,1
432,5108751655471041,hcockrenbz@yellowbook.com,7651337420,Cockren,Heath,69623 Huxley Trail,2009-10-31,NULL,1,2023-06-05,2023-12-09,1
433,5108757694392320,melbournec0@oracle.com,2604865418,Elbourne,Mariellen,8 Fair Oaks Road,2008-10-17,NULL,2,2023-03-09,,1
434,5048370644249112,zaleswellc1@cyberchimps.com,3547588618,Aleswell,Zelma,2 Farragut Place,2009-04-11,NULL,3,2022-08-23,,1
435,5048377497650890,fwentworthc2@mashable.com,9743280872,Wentworth,Frannie,5 Brickson Park Crossing,2010-08-25,NULL,2,2023-06-10,,1
436,5108752243106271,boolahanc3@eventbrite.com,7796337539,Oolahan,Beverlee,29618 Towne Circle,2008-11-01,NULL,2,2022-12-30,,1
437,5108756854200638,eadkinc4@huffingtonpost.com,7806881202,Adkin,Edie,5066 Hooker Circle,2009-05-17,NULL,1,2023-03-15,,1
438,5108755792132051,pcahalanc5@ustream.tv,8465574032,Cahalan,Prue,178 Acker Terrace,2009-01-17,NULL,3,2022-12-08,,1
439,5048373348618426,agorghettoc6@squarespace.com,1811528565,Gorghetto,Anni,600 New Castle Hill,2009-02-21,NULL,1,2022-09-21,,1
440,5108756938461073,lschimaschkec7@boston.com,1151907247,Schimaschke,Lianne,7049 Brickson Park Place,2009-05-05,NULL,2,2022-10-30,2024-04-25,1
441,5108756569723536,bgethinc8@wisc.edu,7492365731,Gethin,Brook,42 Mendota Street,2010-05-09,NULL,1,2023-08-01,2024-06-13,1
442,5048377620952023,pbaumannc9@github.com,1185477936,Baumann,Padriac,84 Duke Plaza,2010-02-27,NULL,1,2023-08-06,,1
443,5048371745448652,fscollickca@biglobe.ne.jp,6744006939,Scollick,Fiann,6050 Parkside Road,2008-07-20,NULL,2,2023-04-05,,1
444,5048375921462338,rlawdhamcb@newyorker.com,9195319062,Lawdham,Roana,1295 Aberg Road,2010-01-08,NULL,1,2023-06-28,2023-12-18,1
445,5048372047617572,rscullardcc@arizona.edu,7277276419,Scullard,Rennie,034 Graceland Center,2009-01-31,NULL,2,2022-11-12,,1
446,5048378159363590,mkiddercd@cisco.com,1117825304,Kidder,Moishe,9249 Northview Point,2009-07-07,NULL,2,2023-04-01,,1
447,5048371517519672,jpallatinace@godaddy.com,9764091395,Pallatina,Jobyna,956 Ridgeway Plaza,2010-08-29,NULL,2,2023-04-01,,1
448,5108756168613922,rringecf@imdb.com,6737250237,Ringe,Russ,2 Randy Center,2008-12-28,NULL,1,2023-01-20,,1
449,5108753831020122,kdefreitascg@adobe.com,7532121535,De Freitas,Kevan,5 Welch Avenue,2008-06-08,NULL,3,2022-10-01,,1
450,5048379741757315,gbennech@telegraph.co.uk,7338810888,Benne,Gunther,3570 Nova Hill,2010-05-22,NULL,2,2023-02-14,2023-09-15,1
451,5108752270091768,lemnoneyci@irs.gov,5447684863,Emnoney,Laurice,46230 Old Shore Center,2010-01-09,NULL,2,2023-07-17,,1
452,5048374013029063,aboshiercj@delicious.com,6935239786,Boshier,Agustin,74 Rutledge Road,2010-09-09,NULL,2,2022-08-18,,1
453,5048375997936645,ghaselwoodck@1und1.de,6125460063,Haselwood,Giselle,73 Boyd Terrace,2010-02-25,NULL,1,2023-04-25,,1
454,5048377515078850,aradbondcl@liveinternet.ru,8094705000,Radbond,Avis,7 Grim Park,2009-09-08,NULL,3,2023-02-10,,1
455,5048375210005343,vspilsburiecm@nature.com,2224200068,Spilsburie,Von,34181 Graedel Junction,2010-11-27,NULL,3,2022-12-25,,1
456,5048372978903082,pferrerescn@ycombinator.com,2891803100,Ferreres,Philis,76 Brown Circle,2010-03-10,NULL,1,2023-06-04,,1
457,5108751104539190,lbagniukco@alexa.com,5107481596,Bagniuk,Lesya,7345 Nobel Crossing,2010-02-09,NULL,3,2023-04-08,,1
458,5108758342241422,lheggscp@bloomberg.com,5995217377,Heggs,Lynelle,32 Mesta Point,2010-08-11,NULL,3,2022-10-05,,1
459,5108753178538850,jallowaycq@youku.com,1242956105,Alloway,Jehanna,6484 Holy Cross Park,2009-05-02,NULL,3,2023-07-05,,1
460,5048379574306412,tbendincr@icio.us,9719987087,Bendin,Tawsha,0747 Dapin Parkway,2008-01-06,NULL,1,2023-07-25,,1
461,5108759476187217,mgowngecs@bravesites.com,7738744409,Gownge,Maximilian,4 Jenifer Court,2010-03-01,NULL,3,2023-07-30,,1
462,5108758001684375,afreeburyct@globo.com,5324194116,Freebury,Allison,2604 Arkansas Court,2010-11-20,NULL,1,2023-01-18,,1
463,5048371337917585,fbeekencu@wikipedia.org,9755078745,Beeken,Francesca,7374 Hovde Hill,2008-08-26,NULL,1,2023-07-30,,1
464,5108757991240933,watleycv@google.com.hk,4138226884,Atley,Waldemar,74728 Vera Street,2008-07-03,NULL,1,2023-01-16,2023-09-01,1
465,5108759018562232,agarritcw@ameblo.jp,9032803201,Garrit,Annalee,071 Summerview Trail,2009-04-21,NULL,3,2023-07-05,,1
466,5108758192051020,jsnowsillcx@vistaprint.com,7848244915,Snowsill,Janette,61047 Lakewood Road,2010-12-23,NULL,3,2023-02-23,2023-08-20,1
467,5048372688398425,mdroncy@wisc.edu,5364971926,Dron,Miof mela,3562 Clemons Pass,2008-10-06,NULL,3,2023-05-24,2023-11-09,1
468,5108759905689890,mrevenscz@themeforest.net,1313018650,Revens,Mikael,552 Badeau Pass,2009-03-17,NULL,2,2023-01-07,,1
469,5108756616888506,wcrewd0@guardian.co.uk,9592699314,Crew,Winn,6 Union Court,2010-08-12,NULL,1,2022-10-14,,1
470,5108758830459015,ascudd1@hao123.com,2473929682,Scud,Adelice,2 Bartillon Terrace,2009-07-16,NULL,1,2023-01-06,2024-04-11,1
471,5048376515497979,tkedwelld2@exblog.jp,6051965996,Kedwell,Tarrah,384 Victoria Drive,2009-03-24,NULL,1,2023-03-28,,1
472,5048379614566215,mfriedenbachd3@intel.com,7931994329,Friedenbach,Mella,98946 Katie Park,2009-01-27,NULL,2,2023-06-08,,1
473,5108759708922407,ghassalld4@simplemachines.org,1388270633,Hassall,Guglielmo,67958 Clyde Gallagher Lane,2009-03-15,NULL,2,2023-02-04,,1
474,5048371665517783,mgiacopazzid5@sun.com,5197484322,Giacopazzi,Marijo,4036 Sherman Parkway,2009-09-21,NULL,2,2023-03-14,,1
475,5048375236156195,cmarusikd6@wikimedia.org,2407460338,Marusik,Catlee,527 Westport Hill,2009-01-03,NULL,1,2023-04-27,2024-03-24,1
476,5048375085710647,echillcotd7@alibaba.com,1371145137,Chillcot,Ellene,04398 Tony Circle,2009-03-04,NULL,3,2023-06-03,2023-09-20,1
477,5048372323507588,visardd8@sitemeter.com,2107751297,Isard,Vonni,1411 Mcbride Hill,2009-04-13,NULL,1,2023-03-04,,1
478,5108753013221068,bschukertd9@discuz.net,2923399852,Schukert,Bernie,733 Riverside Court,2010-10-27,NULL,1,2022-09-15,2024-07-18,1
479,5048378534736080,mgaytonda@rediff.com,7113831603,Gayton,Marcellina,2 Artisan Street,2008-10-08,NULL,1,2023-06-20,,1
480,5048373672209271,rdaindb@tumblr.com,5053992623,Dain,Rhodie,262 Kensington Crossing,2008-07-02,NULL,1,2022-11-07,,1
